Kod 	Klartext
071704 	Vederslöv
071801 	Öja
071802 	Bergunda
071803 	Öjaby
071901 	Tjureda
071902 	Gårdsby
071903 	Söraby
071904 	Tolg
072001 	Asa
072002 	Aneboda
072003 	Berg
072101 	Ormesberga
072102 	Ör
072103 	Moheda
072104 	Slätthög
072105 	Mistelås
072200 	Hjortsberga m kvenneb.
072301 	Blädinge
072302 	Vislanda
072400 	Skatelöv
072401 	Skatelöv
072500 	Västra torsås
072501 	Västra torsås
072600 	Virestad
072601 	Virestad
072700 	Stenbrohult
072701 	Stenbrohult
072801 	Agunnaryd
072802 	Ryssby
072803 	Tutaryd
072901 	Södra ljunga
072902 	Hamneda
072903 	Kånna
073001 	Berga
073002 	Dörarp
073003 	Vittaryd
073101 	Angelstad
073102 	Annerstad
073103 	Nöttja
073104 	Torpa
073201 	Vrå
073202 	Lidhult
073203 	Odensjö
073301 	Göteryd
073302 	Pjätteryd
073303 	Hallaryd
076000 	Åseda
076001 	Åseda
076002 	Herråkra
076003 	Lenhovda
076004 	Nottebäck
076005 	Älghult
076100 	Lessebo
076101 	Lessebo
076102 	Hovmantorp
076103 	Ekeberga
076104 	Ljuder
076201 	Hovmantorp
076202 	Furuby
076300 	Tingsås
076301 	Tingsås
076302 	Almundsryd
076303 	Älmeboda
076304 	Linneryd
076305 	Södra sandsjö
076306 	Väckelsång
076307 	Urshult
076401 	Alvesta
076402 	Lekaryd
076403 	Härlöv
076404 	Hjortsberga m kvenneb.
076405 	Moheda
076406 	Slätthög
076407 	Mistelås
076408 	Blädinge
076409 	Vislanda
076410 	Skatelöv
076411 	Västra torsås
076500 	Älmhult
076501 	Älmhult
076502 	Härlunda
076503 	Virestad
076504 	Stenbrohult
076505 	Göteryd
076506 	Pjätteryd
076507 	Hallaryd
076601 	Hinneryd
076602 	Traryd
076700 	Markaryd
076701 	Markaryd
076702 	Hinneryd
076703 	Traryd
076801 	Herråkra
076802 	Lenhovda
076901 	Almundsryd
076902 	Härlunda
078000 	Skogslyckan
078001 	Skogslyckan
078002 	Furuby
078003 	Sjösås
078004 	Hornaryd
078005 	Drev
078006 	Dädesjö
078007 	Hemmesjö med tegnaby
078008 	Östra torsås
078009 	Nöbbele
078010 	Uråsa
078011 	Jät
078012 	Kalvsvik
078013 	Tävelsås
078014 	Dänningelanda
078015 	Vederslöv
078016 	Öja
078017 	Bergunda
078018 	Öjaby
078019 	Tjureda
078020 	Gårdsby
078021 	Söraby
078022 	Tolg
078023 	Asa
078024 	Aneboda
078025 	Berg
078026 	Ormesberga
078027 	Ör
078028 	Skogslyckan
078100 	Ljungby
078101 	Ljungby
078102 	Agunnaryd
078103 	Ryssby
078104 	Tutaryd
078105 	Södra ljunga
078106 	Hamneda
078107 	Kånna
078108 	Berga
078109 	Dörarp
078110 	Vittaryd
078111 	Angelstad
078112 	Annerstad
078113 	Nöttja
078114 	Torpa
078115 	Vrå
078116 	Lidhult
078117 	Odensjö
078118 	Bolmsö
078119 	Tannåker
080101 	Hannäs
080102 	Ukna
080103 	Gärdserum
080201 	Dalhem
080202 	Överum
080301 	Västra ed
080302 	Tryserum
080303 	Östra ed
080400 	Loftahammar
080401 	Loftahammar
080501 	Lofta
080502 	Gamleby
080503 	Odensvi
080601 	Hallingeberg
080602 	Hallingeberg
080701 	Törnsfall
080702 	Gladhammar
080703 	Västrum
080800 	Hjorted
080801 	Hjorted
080901 	Blackstad
080902 	Locknevi
081001 	Djursdala
081002 	Södra vi
081101 	Rumskulla
081102 	Pelarne
081103 	Vimmerby
081104 	Frödinge
081200 	Tuna
081201 	Tuna
081301 	Misterhults norra kbfd
081302 	Misterhults södra kbfd
081400 	Kristdala
081500 	Vena
081501 	Vena
081600 	Lönneberga
081601 	Lönneberga
081700 	Målilla med gårdveda
081701 	Målilla med gårdveda
081702 	Målilla med gårdveda
081901 	Tveta
081902 	Mörlunda
082000 	Fagerhult
082001 	Fagerhult
082101 	Fågelfors
082102 	Högsby
082103 	Långemåla
082104 	Fagerhult
082200 	Fliseryd
082201 	Fliseryd
082301 	Döderhults kbfd
082302 	Påskallaviks kbfd
082400 	Ålem
082401 	Ålem
082501 	Kråksmåla
082502 	Bäckebo
082600 	Ryssby
082601 	Ryssby
082701 	Åby
082702 	Förlösa
082801 	Kläckeberga
082802 	Dörby
082803 	Hossmo
082901 	Sankt sigfrid
082902 	Ljungby
083001 	Hagby
083002 	Voxtorp
083003 	Halltorp
083004 	Arby
083101 	Mortorp
083102 	Karlslunda
083103 	Oskar
083201 	Kristvalla
083202 	Madesjö
083203 	Örsjö
083300 	Vissefjärda
083301 	Vissefjärda
083401 	Gullabo
083402 	Torsås
083403 	Söderåkra norra kbfd
083404 	Söderåkra södra kbfd
083501 	Söderåkra norra kbfd
083502 	Söderåkra södra kbfd
083601 	Böda
083602 	Högby
083603 	Källa
083604 	Persnäs
083701 	Föra
083702 	Alböke
083703 	Löt
083704 	Egby
083705 	Bredsätra
083706 	Köping
083801 	Räpplinge
083802 	Högsrum
083803 	Gärdslösa
083804 	Långlöt
083805 	Runsten
083901 	Glömminge
083902 	Algutsrum
083903 	Torslunda
083904 	Norra möckleby
083905 	Gårdby
083906 	Sandby
084001 	Vickleby
084002 	Resmo
084003 	Mörbylånga
084004 	Stenåsa
084005 	Hulterstad
084006 	Kastlösa
084007 	Smedby
084008 	Södra möckleby
084009 	Segerstad
084010 	Gräsgård
084011 	Ventlinge
084012 	Ås
084013 	Glömminge
084014 	Algutsrum
084015 	Torslunda
084016 	Norra möckleby
084017 	Gårdby
084018 	Sandby
084101 	Smedby
084102 	Södra möckleby
084103 	Segerstad
084104 	Gräsgård
084105 	Ventlinge
084106 	Ås
086000 	Hultsfred
086001 	Hultsfred
086002 	Lönneberga
086003 	Målilla med gårdveda
086004 	Järeda
086005 	Virserum
086006 	Vena
086007 	Tveta
086008 	Mörlunda
086100 	Mönsterås
086101 	Mönsterås
086102 	Fliseryd
086103 	Ålem
086200 	Emmaboda
086201 	Emmaboda
086202 	Vissefjärda
086203 	Algutsboda
086204 	Långasjö
086301 	Järeda
086302 	Virserum
088000 	Kalmar
088001 	Kalmar
088002 	Kläckeberga
088003 	Dörby
088004 	Hossmo
088005 	Ryssby
088006 	Åby
088007 	Förlösa
088008 	Ljungby
088009 	Hagby
088010 	Voxtorp
088011 	Halltorp
088012 	Arby
088013 	Mortorp
088014 	Karlslunda
088015 	Sankt Johannes
088016 	Heliga korset
088017 	Sankta Birgitta
088018 	Två systrar
088100 	Nybro
088101 	Nybro
088102 	Kråksmåla
088103 	Bäckebo
088104 	Kristvalla
088105 	Madesjö
088106 	Örsjö
088107 	Sankt sigfrid
088108 	Oskar
088109 	Hälleberga
088200 	Oskarshamn
088201 	Oskarshamn
088202 	Misterhults norra kbfd
088203 	Misterhults södra kbfd
088204 	Kristdala
088205 	Döderhults kbfd
088206 	Påskallaviks kbfd
088300 	Västervik
088301 	Västervik
088302 	Törnsfall
088303 	Gladhammar
088304 	Västrum
088305 	Ukna
088306 	Dalhem
088307 	Överum
088308 	Västra ed
088309 	Loftahammar
088310 	Lofta
088311 	Gamleby
088312 	Odensvi
088313 	Hallingeberg
088314 	Hallingeberg
088315 	Hjorted
088316 	Blackstad
088400 	Vimmerby
088401 	Vimmerby
088403 	Rumskulla
088404 	Pelarne
088405 	Frödinge
088406 	Locknevi
088407 	Djursdala
088408 	Södra vi
088409 	Tuna
088500 	Borgholm
088501 	Borgholm
088502 	Föra
088503 	Alböke
088504 	Löt
088505 	Egby
088506 	Bredsätra
088507 	Köping
088508 	Räpplinge
088509 	Högsrum
088510 	Gärdslösa
088511 	Långlöt
088512 	Runsten
088513 	Böda
088514 	Högby
088515 	Källa
088516 	Persnäs
090101 	Fårö
090102 	Bunge
090103 	Rute
090104 	Fleringe
090201 	Hall
090202 	Hangvar
090203 	Lärbro
090204 	Hellvi
090301 	Bäl
090302 	Hejnum
090303 	Tingstäde
090304 	Stenkyrka
090305 	Lummelunda
090306 	Martebo
090307 	Väskinde
090308 	Bro
090309 	Lokrume
090310 	Fole
090401 	Ekeby
090402 	Källunge
090403 	Vallstena
090404 	Gothem
090405 	Hörsne med bara
090406 	Norrlanda
090407 	Ganthem
090408 	Dalhem
090501 	Barlingbo
090502 	Endre
090503 	Hejdeby
090504 	Follingbo
090505 	Akebäck
090506 	Roma
090507 	Björke
090508 	Viklau
090509 	Halla
090510 	Sjonhem
090511 	Vänge
090512 	Guldrupe
090513 	Buttle
090514 	Ala
090515 	Kräklingbo
090516 	Anga
090517 	Gammelgarn
090518 	Östergarn
090601 	Västerhejde
090602 	Träkumla
090603 	Vall
090604 	Atlingbo
090605 	Hogrän
090606 	Stenkumla
090607 	Tofta
090608 	Eskelhem
090701 	Västergarn
090702 	Sanda
090703 	Mästerby
090704 	Väte
090705 	Hejde
090706 	Klinte
090707 	Fröjel
090708 	Eksta
090709 	Sproge
090801 	Ardre
090802 	Alskog
090803 	Garde
090804 	Etelhem
090805 	Lye
090806 	Lau
090901 	När
090902 	Burs
090903 	Stånga
091001 	Lojsta
091002 	Linde
091003 	Hemse
091004 	Rone
091005 	Alva
091006 	Fardhem
091007 	Gerum
091008 	Levide
091101 	Silte
091102 	Hablingbo
091103 	Havdhem
091104 	Eke
091105 	Grötlingbo
091106 	Näs
091201 	Fide
091202 	Öja
091203 	Hamra
091204 	Vamlingbo
091205 	Sundre
096001 	Othem
096002 	Boge
098000 	Visby
098001 	Visby
098002 	Othem
098003 	Boge
098004 	Fårö
098005 	Bunge
098006 	Rute
098007 	Fleringe
098008 	Hall
098009 	Hangvar
098010 	Lärbro
098011 	Hellvi
098012 	Bäl
098013 	Hejnum
098014 	Tingstäde
098015 	Stenkyrka
098016 	Lummelunda
098017 	Martebo
098018 	Väskinde
098019 	Bro
098020 	Lokrume
098021 	Fole
098022 	Ekeby
098023 	Källunge
098024 	Vallstena
098025 	Gothem
098026 	Hörsne med bara
098027 	Norrlanda
098028 	Ganthem
098029 	Dalhem
098030 	Barlingbo
098031 	Endre
098032 	Hejdeby
098033 	Follingbo
098034 	Akebäck
098035 	Roma
098036 	Björke
098037 	Viklau
098038 	Halla
098039 	Sjonhem
098040 	Vänge
098041 	Guldrupe
098042 	Buttle
098043 	Ala
098044 	Kräklingbo
098045 	Anga
098046 	Gammelgarn
098047 	Östergarn
098048 	Västerhejde
098049 	Träkumla
098050 	Vall
098051 	Atlingbo
098052 	Hogrän
098053 	Stenkumla
098054 	Tofta
098055 	Eskelhem
098056 	Västergarn
098057 	Sanda
098058 	Mästerby
098059 	Väte
098060 	Hejde
098061 	Klinte
098062 	Fröjel
098063 	Eksta
098064 	Sproge
098065 	Ardre
098066 	Alskog
098067 	Garde
098068 	Etelhem
098069 	Lye
098070 	Lau
098071 	När
098072 	Burs
098073 	Stånga
098074 	Lojsta
098075 	Linde
098076 	Hemse
098077 	Rone
098078 	Alva
098079 	Fardhem
098080 	Gerum
098081 	Levide
098082 	Silte
098083 	Hablingbo
098084 	Havdhem
098085 	Eke
098086 	Grötlingbo
098087 	Näs
098088 	Fide
098089 	Öja
098090 	Hamra
098091 	Vamlingbo
098092 	Sundre
100101 	Kristianopel
100102 	Jämjö
100103 	Torhamn
100104 	Sturkö
100105 	Ramdala
100200 	Sturkö
100300 	Ramdala
100401 	Lösen
100402 	Augerum
100403 	Flymen
100501 	Rödeby
100502 	Rödeby
100601 	Fridlevstad
100602 	Sillhövda
100603 	Tving
100700 	Nättraby
100701 	Nättraby
100800 	Hasslö
100801 	Hasslö
100901 	Förkärla
100902 	Listerby
100903 	Edestad
100904 	Hjortsberga
101001 	Tving
101002 	Eringsboda
101101 	Ronneby kbfd
101102 	Kallinge kbfd
101103 	Backaryd
101104 	Öljehult
101105 	Eringsboda
101201 	Backaryd
101202 	Öljehult
101300 	Bräkne-hoby
101401 	Åryd
101402 	Hällaryd
101501 	Ringamåla
101502 	Asarum
101600 	Kyrkhult
101700 	Jämshögs kbfd
101801 	Mörrum
101802 	Elleholm
101901 	Gammalstorp
101902 	Ysane
102000 	Mjällby
102001 	Mjällby
106000 	Olofströms kbfd
106001 	Olofströms kbfd
106002 	Jämshögs kbfd
106003 	Kyrkhult
108001 	Karlskrona stadsförs.
108003 	Karlskrona stadsförs.
108004 	Aspö
108005 	Lösen
108006 	Augerum
108007 	Flymen
108008 	Kristianopel
108009 	Jämjö
108010 	Torhamn
108011 	Sturkö
108012 	Ramdala
108013 	Rödeby
108014 	Rödeby
108015 	Fridlevstad
108016 	Sillhövda
108017 	Tving
108018 	Nättraby
108019 	Hasslö
108100 	Ronneby kbfd
108101 	Ronneby kbfd
108102 	Kallinge kbfd
108103 	Backaryd
108104 	Öljehult
108105 	Eringsboda
108106 	Förkärla
108107 	Listerby
108108 	Edestad
108109 	Hjortsberga
108110 	Bräkne-hoby
108200 	Karlshamn
108201 	Karlshamn
108202 	Ringamåla
108203 	Hällaryd
108204 	Åryd
108205 	Asarum
108206 	Mörrum
108207 	Elleholm
108300 	Sölvesborg
108301 	Sölvesborg
108302 	Gammalstorp
108303 	Ysane
108304 	Mjällby
110101 	Bolshög
110102 	Östra tommarp
110103 	Östra vemmerlöv
110104 	Stiby
110201 	Östra herrestad
110202 	Östra ingelstad
110203 	Hannas
110204 	Hammenhög
110205 	Vallby
110301 	Östra hoby
110302 	Borrby
110401 	Hörup
110402 	Löderup
110403 	Valleberga
110501 	Ingelstorp
110502 	Glemminge
110503 	Bollerup
110504 	Tosterup
110505 	Övraby
110601 	Spjutstorp
110602 	Tranås
110603 	Onslunda
110701 	Smedstorp
110702 	Kverrestad
110801 	Sankt olof
110802 	Rörum
110803 	Södra mellby
110804 	Vitaby
110901 	Eljaröd
110902 	Fågeltofta
110903 	Andrarum
110904 	Brösarp
110905 	Ravlunda
111001 	Maglehem
111002 	Hörröd
111003 	Huaröd
111004 	Degeberga
111005 	Vittskövle
111101 	Östra sönnarslöv
111102 	Everöd
111103 	Lyngsjö
111201 	Östra vram
111202 	Västra vram
111203 	Linderöd
111301 	Äsphult
111302 	Djurröd
111303 	Träne
111401 	Skepparslöv
111402 	Vä
111403 	Köpinge
111501 	Rinkaby
111502 	Nymö
111503 	Trolle-ljungby
111504 	Ivö
111505 	Kiaby
111506 	Fjälkinge
111507 	Gustav adolf
111601 	Nosaby
111602 	Fjälkestad
111603 	Österslöv
111701 	Ivetofta
111702 	Gualöv
111800 	Näsum
111801 	Näsum
111901 	Vånga
111902 	Oppmanna
112000 	Hjärsås
112001 	Hjärsås
112101 	Knislinge
112102 	Gryt
112103 	Kviinge
112104 	Hjärsås
112105 	Emmislöv
112106 	Östra broby
112107 	Glimåkra
112201 	Norra strö
112202 	Önnestad
112203 	Färlöv
112301 	Emmislöv
112302 	Östra broby
112400 	Glimåkra
112401 	Glimåkra
112500 	Örkened
112501 	Örkened
112600 	Loshult
112601 	Loshult
112700 	Osby
112801 	Hästveda
112802 	Farstorp
112901 	Verum
112902 	Visseltofta
112903 	Vittsjö
113001 	Norra åkarp
113002 	Vankiva
113101 	Ignaberga
113102 	Stoby
113103 	Norra sandby
113201 	Gumlösa
113202 	Sörby
113203 	Vinslöv
113204 	Nävlinge
113301 	Norra mellby
113302 	Häglinge
113303 	Tjörnarp
113304 	Brönnestad
113401 	Matteröd
113402 	Finja
113403 	Hörja
113404 	Röke
113405 	Västra torup
113501 	Färingtofta
113502 	Riseberga
113600 	Skånes-fagerhult
113601 	Skånes-fagerhult
113701 	Örkelljunga
113702 	Rya
113703 	Skånes-fagerhult
113801 	Tåssjö
113802 	Munka-ljungby
113901 	Össjö
113902 	Östra ljungby
113903 	Östra ljungby
114001 	Kvidinge
114101 	Strövelstorp
114102 	Ausås
114103 	Starby
114200 	Barkåkra
114201 	Barkåkra
114301 	Tåstarp
114302 	Hjärnarp
114401 	Förslöv
114402 	Grevie
114501 	Västra karup
114502 	Hov
114503 	Torekov
116001 	Ullstorp
116002 	Benestad
116003 	Ramsåsa
116004 	Tryde
116005 	Tomelilla
116006 	Spjutstorp
116007 	Tranås
116008 	Onslunda
116009 	Smedstorp
116010 	Kverrestad
116011 	Eljaröd
116012 	Fågeltofta
116013 	Andrarum
116014 	Brösarp
116015 	Östra ingelstad
116016 	Bollerup
116017 	Tosterup
116018 	Övraby
116100 	Åhus
116101 	Åhus
116200 	Ivetofta
116201 	Ivetofta
116202 	Gualöv
116203 	Näsum
116300 	Osby
116301 	Osby
116302 	Örkened
116303 	Loshult
116304 	Visseltofta
116400 	Vinslöv
116401 	Vinslöv
116501 	Perstorp
116502 	Perstorp
116601 	Klippan
116602 	Vedby
116603 	Västra sönnarslöv
116604 	Färingtofta
116605 	Riseberga
116606 	Östra ljungby
116607 	Östra ljungby
116701 	Björnekulla
116702 	Västra broby
116703 	Kvidinge
116800 	Båstad
116801 	Båstad
116802 	Förslöv
116803 	Grevie
116804 	Västra karup
116805 	Hov
116806 	Torekov
116807 	Östra karup
118001 	Heliga trefaldighet
118002 	Norra åsum
118003 	Äsphult
118004 	Djurröd
118005 	Träne
118006 	Skepparslöv
118007 	Vä
118008 	Köpinge
118009 	Nosaby
118010 	Fjälkestad
118011 	Österslöv
118012 	Norra strö
118013 	Önnestad
118014 	Färlöv
118015 	Åhus
118016 	Östra sönnarslöv
118017 	Everöd
118018 	Lyngsjö
118019 	Rinkaby
118020 	Nymö
118021 	Trolle-ljungby
118022 	Ivö
118023 	Kiaby
118024 	Fjälkinge
118025 	Gustav adolf
118026 	Maglehem
118027 	Hörröd
118028 	Huaröd
118029 	Degeberga
118030 	Vittskövle
118031 	Östra vram
118032 	Västra vram
118033 	Linderöd
118034 	Vånga
118035 	Oppmanna
118101 	Simrishamn
118102 	Simris
118103 	Östra nöbbelöv
118104 	Järrestad
118105 	Gladsax
118106 	Östra hoby
118107 	Borrby
118108 	Bolshög
118109 	Östra tommarp
118110 	Östra vemmerlöv
118111 	Stiby
118112 	Ravlunda
118113 	Östra herrestad
118114 	Hannas
118115 	Hammenhög
118116 	Vallby
118117 	Sankt olof
118118 	Rörum
118119 	Södra mellby
118120 	Vitaby
118201 	Ängelholm
118202 	Rebbelberga
118203 	Höja
118204 	Tåssjö
118205 	Munka-ljungby
118206 	Strövelstorp
118207 	Ausås
118208 	Starby
118209 	Barkåkra
118210 	Tåstarp
118211 	Hjärnarp
118212 	Össjö
118300 	Hässleholm
118301 	Hässleholm
118302 	Ignaberga
118303 	Stoby
118304 	Norra sandby
118305 	Vinslöv
118306 	Gumlösa
118307 	Sörby
118308 	Nävlinge
118309 	Hästveda
118310 	Farstorp
118311 	Verum
118312 	Vittsjö
118313 	Norra åkarp
118314 	Vankiva
118315 	Norra mellby
118316 	Häglinge
118317 	Brönnestad
118318 	Matteröd
118319 	Finja
118320 	Hörja
118321 	Röke
118322 	Västra torup
120100 	Brunnby
120101 	Brunnby
120201 	Väsby
120202 	Viken
120301 	Jonstorp
120302 	Farhult
120401 	Välinge
120402 	Kattarp
120501 	Allerum
120502 	Fleninge
120601 	Kropp
120602 	Välluv
120603 	Frillestad
120604 	Hässlunda
120605 	Mörarp
120701 	Risekatslösa
120702 	Norra vram
120801 	Stenestad
120802 	Kågeröd
120803 	Halmstad
120900 	Ekeby
120901 	Ekeby
121001 	Bårslöv
121002 	Ottarp
121003 	Fjärestad
121004 	Kvistofta
121201 	Glumslöv
121202 	Härslöv
121203 	Säby
121204 	Vadensjö
121205 	Örja
121301 	Tofta
121302 	Asmundtorp
121303 	Sireköpinge
121304 	Billeberga
121401 	Tirup
121402 	Svalöv
121403 	Felestad
121404 	Stenestad
121405 	Kågeröd
121406 	Halmstad
121407 	Sireköpinge
121408 	Billeberga
121409 	Källs-nöbbelöv
121410 	Norra skrävlinge
121411 	Norrvidinge
121412 	Konga
121413 	Röstånga
121414 	Ask
121415 	Torrlösa
121501 	Källs-nöbbelöv
121502 	Norra skrävlinge
121503 	Norrvidinge
121504 	Södervidinge
121601 	Reslöv
121602 	Östra karaby
121603 	Torrlösa
121701 	Konga
121702 	Röstånga
121703 	Ask
121704 	Billinge
121801 	Stehag
121802 	Bosarp
121803 	Trollenäs
121804 	Västra strö
121901 	Virke
121902 	Eslöv
121903 	Örtofta
121904 	Lilla harrie
121905 	Stora harrie
122001 	Dagstorp
122002 	Annelöv
122003 	Saxtorp
122004 	Västra karaby
122101 	Hofterup
122102 	Barsebäck
122103 	Löddeköpinge
122104 	Hög
122301 	Borgeby
122302 	Flädie
122303 	Fjelie
122401 	Norra nöbbelöv
122402 	Vallkärra
122403 	Stångby
122404 	Västra hoby
122405 	Håstad
122406 	Igelösa
122407 	Odarslöv
122501 	Hardeberga
122502 	Södra sandby
122503 	Revinge
122601 	Hällestad
122602 	Dalby
122603 	Bonderup
122701 	Gödelöv
122702 	Lyngby
122703 	Genarp
122801 	Veberöd
122802 	Vomb
122803 	Silvåkra
122901 	Bjärshög
122902 	Skabersjö
122903 	Bara
122904 	Hyby
123001 	Esarp
123002 	Kyrkheddinge
123003 	Bjällerup
123004 	Knästorp
123005 	Uppåkra
123006 	Uppåkra
123007 	Staffanstorp
123008 	Staffanstorp
123009 	Mölleberga
123010 	Särslöv
123011 	Görslöv
123012 	Tottarp
123100 	Burlöv
123101 	Burlöv
123201 	Bunkeflo
123202 	Västra klagstorp
123203 	Tygelsjö
123301 	Gässie
123302 	Eskilstorp
123303 	Hököpinge
123304 	Vellinge
123305 	Skanör
123306 	Falsterbo
123307 	Håslöv
123308 	Stora hammar
123309 	Räng
123310 	Södra åkarp
123311 	Mellan-grevie
123312 	Östra grevie
123313 	Västra ingelstad
123314 	Arrie
123401 	Håslöv
123402 	Stora hammar
123403 	Räng
123501 	Maglarp
123502 	Västra tommarp
123503 	Västra vemmerlöv
123504 	Hammarlöv
123505 	Skegrie
123506 	Bodarp
123507 	Fuglie
123601 	Södra åkarp
123602 	Mellan-grevie
123603 	Östra grevie
123604 	Västra ingelstad
123605 	Västra kärrstorp
123606 	Törringe
123607 	Arrie
123701 	Oxie
123702 	Oxie
123703 	Oxie
123801 	Alstad
123802 	Alstad
123803 	Alstad
123804 	Alstad
123901 	Gylle
123902 	Kyrkoköpinge
123903 	Dalköpinge
123904 	Gislöv
123905 	Simlinge
123906 	Bösarp
124001 	Södra åby
124002 	Lilla isie
124003 	Östra torp
124004 	Hemmesdynge
124005 	Östra klagstorp
124006 	Äspö
124007 	Lilla beddinge
124008 	Tullstorp
124009 	Källstorp
124101 	Önnarp
124102 	Gärdslöv
124103 	Grönby
124104 	Anderslöv
124105 	Börringe
124201 	Svenstorp
124202 	Västra vemmenhög
124203 	Östra vemmenhög
124204 	Skivarp
124205 	Västra nöbbelöv
124301 	Katslösa
124302 	Solberga
124303 	Örsjö
124304 	Slimminge
124305 	Villie
124401 	Skårby
124402 	Sjörup
124403 	Snårestad
124404 	Balkåkra
124405 	Bjäresjö
124501 	Hedeskoga
124502 	Bromma
124503 	Öja
124504 	Stora herrestad
124505 	Stora köpinge
124506 	Högestad
124507 	Borrie
124508 	Sövestad
124509 	Baldringe
124601 	Sövde
124602 	Blentarp
124603 	Everlöv
124701 	Tolånga
124702 	Röddinge
124703 	Vanstad
124704 	Lövestad
124801 	Fränninge
124802 	Vollsjö
124803 	Brandstad
124901 	Öved
124902 	Östra kärrstorp
124903 	Östraby
124904 	Västerstad
125001 	Östra sallerup
125002 	Långaröd
125101 	Svensköp
125102 	Äspinge
125103 	Södra rörum
125104 	Fulltofta
125105 	Hörby
125106 	Lyby
125201 	Högseröd
125202 	Harlösa
125203 	Hammarlunda
125301 	Holmby
125302 	Gårdstånga
125303 	Skeglinge
125304 	Borlunda
125305 	Skarhult
125306 	Östra strö
125401 	Hurva
125402 	Gudmuntorp
125403 	Bosjökloster
125501 	Höör
125502 	Munkarp
125503 	Hallaröd
125504 	Norra rörum
126000 	Bjuv
126001 	Bjuv
126002 	Risekatslösa
126003 	Norra vram
126004 	Ekeby
126100 	Kävlinge
126101 	Kävlinge
126102 	Dagstorp
126103 	Västra karaby
126104 	Lackalänga
126105 	Stävie
126106 	Södervidinge
126107 	Virke
126108 	Lilla harrie
126109 	Stora harrie
126110 	Hofterup
126111 	Barsebäck
126112 	Löddeköpinge
126113 	Hög
126200 	Lomma
126201 	Lomma
126202 	Borgeby
126203 	Flädie
126204 	Fjelie
126300 	Svedala
126301 	Svedala
126302 	Börringe
126303 	Västra kärrstorp
126304 	Törringe
126305 	Bjärshög
126306 	Skabersjö
126307 	Bara
126308 	Hyby
126401 	Skurup
126402 	Hassle-bösarp
126403 	Svenstorp
126404 	Västra vemmenhög
126405 	Östra vemmenhög
126406 	Skivarp
126407 	Västra nöbbelöv
126408 	Katslösa
126409 	Solberga
126410 	Örsjö
126411 	Slimminge
126412 	Villie
126501 	Ilstorp
126502 	Björka
126503 	Södra åsum
126504 	Sövde
126505 	Blentarp
126506 	Everlöv
126507 	Tolånga
126508 	Röddinge
126509 	Vanstad
126510 	Lövestad
126511 	Fränninge
126512 	Vollsjö
126513 	Brandstad
126514 	Öved
126515 	Östra kärrstorp
126600 	Hörby
126601 	Hörby
126602 	Hörby
126603 	Östra sallerup
126604 	Långaröd
126605 	Svensköp
126606 	Äspinge
126607 	Södra rörum
126608 	Fulltofta
126609 	Lyby
126610 	Östraby
126611 	Västerstad
126700 	Höör
126701 	Höör
126702 	Höör
126703 	Gudmuntorp
126704 	Bosjökloster
126705 	Munkarp
126706 	Hallaröd
126707 	Norra rörum
126708 	Tjörnarp
126801 	Lackalänga
126802 	Stävie
128001 	Sankt petri
128002 	Slottsstaden
128003 	Kirseberg
128004 	Sankt pauli
128005 	Eriksfält
128006 	Möllevången
128007 	Hyllie
128008 	Kulladal
128009 	Sofielund
128010 	Husie
128011 	Södra sallerup
128012 	Oxie
128013 	Oxie
128014 	Oxie
128015 	Sofielund
128016 	Hyllie
128017 	Eriksfält
128018 	Kulladal
128019 	Bunkeflo
128020 	Västra klagstorp
128021 	Tygelsjö
128101 	Allhelgona
128102 	Sankt peters kloster
128103 	Stora råby
128104 	Allhelgona
128105 	Norra nöbbelöv
128106 	Vallkärra
128107 	Stångby
128108 	Västra hoby
128109 	Håstad
128110 	Igelösa
128111 	Odarslöv
128112 	Hardeberga
128113 	Södra sandby
128114 	Revinge
128115 	Hällestad
128116 	Dalby
128117 	Bonderup
128118 	Gödelöv
128119 	Lyngby
128120 	Genarp
128121 	Veberöd
128122 	Vomb
128123 	Silvåkra
128201 	Landskrona
128202 	Sankt ibb
128203 	Annelöv
128204 	Saxtorp
128205 	Tofta
128206 	Asmundtorp
128207 	Glumslöv
128208 	Härslöv
128209 	Säby
128210 	Vadensjö
128211 	Örja
128301 	Filborna
128302 	Gustav adolf
128303 	Raus
128304 	Välinge
128305 	Kattarp
128306 	Allerum
128307 	Fleninge
128308 	Kropp
128309 	Välluv
128310 	Frillestad
128311 	Hässlunda
128312 	Mörarp
128313 	Bårslöv
128314 	Ottarp
128315 	Fjärestad
128316 	Kvistofta
128317 	Filborna
128400 	Höganäs
128401 	Höganäs
128402 	Väsby
128403 	Viken
128404 	Brunnby
128405 	Jonstorp
128406 	Farhult
128500 	Eslöv
128501 	Eslöv
128502 	Stehag
128503 	Bosarp
128504 	Trollenäs
128505 	Västra strö
128506 	Eslöv
128507 	Örtofta
128508 	Billinge
128509 	Hurva
128511 	Reslöv
128512 	Östra karaby
128513 	Högseröd
128514 	Harlösa
128515 	Hammarlunda
128516 	Holmby
128517 	Gårdstånga
128518 	Skeglinge
128519 	Borlunda
128520 	Skarhult
128521 	Östra strö
128600 	Ystad
128601 	Ystad
128602 	Skårby
128603 	Sjörup
128604 	Snårestad
128605 	Balkåkra
128606 	Bjäresjö
128607 	Hedeskoga
128608 	Bromma
128609 	Öja
128610 	Stora herrestad
128611 	Stora köpinge
